ano,id_municipio,area,desmatado,incremento,floresta,nuvem,nao_observado,nao_floresta,hidrografia,percentual_desmatado
2000,1506302,1048,34.4,0.0,0.0,0.0,357.1,433.3,299.7,3.2824427480916034
2000,1506351,279,124.6,0.0,0.0,0.0,279.5,0.0,19.6,44.6594982078853
2000,1506401,1078,0.0,0.0,5.7,0.0,0.0,1044.1,28.2,0.0
2000,1506500,720,447.2,0.0,0.0,0.0,719.6,4.1,20.8,62.11111111111111
2000,1506559,1367,1201.9,0.0,138.4,0.1,26.6,0.0,0.0,87.92245793708851
2000,1506583,10351,4018.1,0.0,3775.0,0.0,0.0,2508.9,49.0,38.81847164525167
2000,1506609,460,325.9,0.0,0.0,0.0,460.3,0.0,0.0,70.84782608695652
2000,1506708,11609,4614.7,0.0,6120.7,0.0,0.3,808.4,64.9,39.75105521578086
2000,1506807,22890,3764.4,0.0,14574.0,0.0,0.3,663.5,3887.8,16.445609436435124
2000,1506906,230,94.4,0.0,0.0,0.0,231.2,1.9,8.8,41.04347826086957
2000,1507003,540,258.3,0.0,0.0,0.0,540.4,6.8,96.9,47.833333333333336
2000,1507102,752,164.6,0.0,0.0,0.0,606.0,8.8,313.5,21.888297872340427
2000,1507151,1397,1110.8,0.0,286.2,0.0,0.0,0.0,0.0,79.51324266284897
2000,1507201,1686,1109.0,0.0,0.0,0.0,1671.7,15.2,35.9,65.77698695136418
2000,1507300,84253,7037.4,0.0,72482.1,0.0,6.5,3788.0,939.0,8.352699607135651
2000,1507409,480,340.0,0.0,0.0,0.0,480.9,1.3,0.1,70.83333333333334
2000,1507458,3181,2285.6,0.0,552.1,0.0,0.0,314.1,29.2,71.85161898773971
2000,1507466,197,74.3,0.0,0.0,0.0,196.9,1.6,11.3,37.71573604060914
2000,1507474,703,118.8,0.0,204.8,0.0,285.1,12.9,81.4,16.89900426742532
2000,1507508,1288,673.9,0.0,424.4,0.0,0.0,73.7,116.0,52.32142857142858
2000,1507607,1117,678.9,0.0,0.0,0.0,1117.5,15.2,32.2,60.77887197851387
2000,1507706,1636,0.9,0.0,1343.8,0.0,0.3,175.1,115.9,0.0550122249388753
2000,1507755,1300,1137.2,0.0,162.8,0.0,0.0,0.0,0.0,87.47692307692309
2000,1507805,14389,175.6,0.0,13740.9,0.0,0.3,84.9,387.3,1.2203766766279796
2000,1507904,3528,19.3,0.0,0.0,0.0,475.9,2502.9,730.9,0.5470521541950113
2000,1507953,4451,1445.0,0.0,3006.0,0.0,0.0,0.0,0.0,32.46461469332734
2000,1507961,209,126.6,0.0,0.0,0.0,209.6,0.0,0.0,60.57416267942584
2000,1507979,1900,285.5,0.0,836.8,0.0,0.2,388.1,389.4,15.026315789473685
2000,1508001,5169,2442.2,0.0,2573.6,0.0,152.7,0.1,0.4,47.247049719481524
2000,1508035,858,451.6,0.0,178.3,0.0,18.5,188.8,20.8,52.634032634032636
2000,1508050,11997,576.0,0.0,11317.7,0.0,0.2,1.1,102.0,4.801200300075019
2000,1508084,2513,1976.4,0.0,528.5,0.0,0.5,0.0,7.6,78.64703541583765
2000,1508100,2095,563.4,0.0,1048.8,0.0,0.0,4.7,478.1,26.892601431980907
